prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,change_traits_5,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,change_values_4,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,change_goals_4,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3
59894fbbda239a0001fb8e16,60,2,2,0,8,7,4,3,5,5,5,6,5,5,5,1,1,1,1,2,1,1,1,1,1,1,6,6,6,7,1,6,7,6,1,1,6,5,6,5,1,1,1,7,1,2,3,5,1,1,6,1,7,6,1,sell my house,move to another town,buy a house,find a job,make new friends,7,7,7,7,7,5yr,5 yr,5yr,5yr,5yr,1,6,2,5,6,7,7,7,7,7,7,7,7,7,7,1,I found a place on airbnb to vacation,I went to my bank to get cash,i visited a friend at her house,93,57,86,7,6,6,7,7,7,i called the county clerk to request a mail in ballot,I got a mail in ballot and filled it out and mailed it in,i called the clerk to see if she received my ballot back.,85,78,53,7,6,7,7,7,7
5dd40277e08a363e4e006384,40,2,1,82,5,4,5,5,5,6,6,7,1,5,3,3,1,4,3,1,6,1,7,1,2,1,6,6,7,1,1,7,5,1,1,1,1,2,1,1,1,7,1,7,5,7,6,1,1,6,5,7,3,4,1,buy a car,buy a house,move out of Florida,Get a good job,be financial able to take care of my kids,3,7,7,3,7,2 years,20 years,10 years,1 year,17 years,1,1,1,1,1,7,3,5,4,4,7,7,7,5,7,1,I got sick,My oldest son went to Tenn,My car broke down,0,0,0,2,6,6,7,7,7,I decided I was a republican,I got into a fight with my friends,Lost income,82,10,0,7,3,7,7,7,7
5dfd077e3690bd03bfa91d48,53,1,9,83,9,5,5,6,5,7,7,7,6,7,7,1,1,4,1,1,1,1,3,1,7,1,1,4,6,2,5,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,2,1,7,1,2,7,1,1,lose weight,retire,buy corvette,more grandbabies,live to be 100,7,7,6,7,3,my whole life,my whole life,5 years,5 years,my whole life,5,1,1,1,1,7,5,4,4,1,7,7,6,6,2,1,hurricane,work from home,did yard work,34,100,100,2,6,7,7,7,2,facebook debates,watched the debate,watched election news,24,66,70,4,5,5,6,7,4
5a1cddb4087f2e0001eafb99,41,2,2,50,0,1,6,7,5,3,6,7,1,6,6,3,2,2,4,2,2,1,2,1,2,1,2,1,7,1,1,6,4,1,1,2,1,2,1,1,3,2,1,6,7,7,5,1,1,1,5,1,1,1,1,Get a car,Get a job,Get married,Move to another state,Finish college,7,5,3,3,6,1 year,2 years,6 months,1 year,2 years,4,4,3,2,2,7,7,7,7,7,7,7,7,7,7,1,Went to doctor,Met someone,Started medications,100,74,75,7,7,7,7,7,7,None,None,None,52,50,49,4,4,4,4,4,4
5e16200e9195c6c0ec0b0e92,62,2,3,34,4,1,5,5,6,3,7,6,4,7,4,4,1,2,5,6,5,4,2,1,1,1,7,7,1,1,1,6,7,1,1,1,1,1,1,1,3,4,1,5,7,2,1,1,1,1,6,1,6,1,1,Get tire fixed,Get repairs on house done,Visit family when it is safe,Earn more money,Spend less money,6,7,6,6,3,3 months,5 years,4 months,forever,always,7,5,1,5,2,7,7,7,5,5,7,7,7,4,4,1,Volunteering in COVID-19 vaccine trial,Reduced working hours by choice,Dog had leg surgery,100,100,0,7,5,7,7,4,6,Decided to vote by absentee ballot,Can't think of anything else,Can't think of anything else,81,50,50,7,4,4,7,4,4
59296fb2e8a7ff000163f033,36,1,9,61,5,5,6,6,6,5,6,6,6,6,5,3,2,2,3,2,2,2,2,2,3,2,6,5,2,2,4,2,6,2,2,3,2,2,2,1,3,3,2,5,6,4,3,2,2,3,6,5,2,2,2,kids,money,house,boat,vacation,6,6,6,5,5,3yrs,10yrs,2yrs,2yrs,1yr,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,2,got drunk,sprained my ankle,went to the lake,87,25,88,2,2,2,6,6,6,argued over politics,listened to politics,turned off the tv,15,50,32,2,2,2,4,4,4
5e29e44fd7d15a000d1a548d,36,2,0,15,8,3,4,7,7,4,6,7,3,5,2,4,3,5,1,1,1,1,4,2,1,1,1,2,1,7,1,2,7,1,1,1,1,1,1,1,4,3,3,7,4,5,1,4,3,1,7,1,7,7,1,Finish my holiday dress,Get more customers,Save for a new place,Get married,Loose weight,5,6,7,4,7,2 weeks,A year,A year,Several years,Several years,6,4,2,4,5,7,7,7,6,7,7,7,7,7,7,1,My fiance took 2 weeks of from work,I won a raffle,I threw a virtual party for my sister,100,100,100,7,1,7,7,4,7,I used mail in ballots,Been sleepless from anxiety,I got into an argument with my fiance's father,100,0,0,7,4,4,7,4,7
574ce0a57fd0ec000db73aa6,69,2,3,30,9,5,6,7,7,5,7,7,4,7,5,2,1,1,1,1,2,1,2,1,1,1,7,5,4,2,4,7,7,7,7,7,7,7,7,7,4,4,4,7,6,4,3,7,4,5,7,4,4,4,1,Moving to another state,Helping my son be happy,Making more money to live comfortably,Having a lovely garden,Traveling and seeing more of the US,7,7,7,7,5,5 years,34 years,10 years,35 years,5 years,7,7,4,6,3,7,7,7,7,5,7,7,7,7,5,1,Made more money doing paid surveys,Went out for errands with masks and social distancing,Chose a different Medicare plan,100,95,100,7,7,7,6,7,7,Watched the Presidential debate live,Kept up consistently with news coverage,Supported my candidate of choice (Joe Biden) on social media,30,75,95,4,7,5,6,7,7
5a21b2e1e473b80001baaa09,66,1,7,88,9,5,6,3,7,6,6,6,5,7,4,2,1,2,2,1,1,1,1,1,1,1,1,4,7,1,7,2,5,1,1,1,1,1,1,1,6,7,4,3,7,7,7,1,1,6,2,1,6,1,1,pay debt,retire,health,travel,life,7,7,7,5,7,10 years,66 years,66 years,50 years,66 years,2,2,4,2,4,6,6,4,5,4,7,7,6,5,7,1,wife birthday,stayed home,wore mask,100,50,73,7,6,7,7,7,7,watched debate,watched townhall,"discussed with family, friends.",61,62,79,4,4,5,5,5,5
5d474d1fab2d280015bb0110,31,1,6,42,7,5,6,2,5,6,5,3,2,6,3,3,1,5,2,4,3,2,3,2,5,2,5,3,4,5,1,2,5,3,2,3,3,3,2,4,2,1,1,5,4,3,3,3,2,4,2,2,2,3,1,Obtain a permanent job,Specialize in a field of my profession,Join a community board,Buy a home,Invest more in stocks,6,3,2,5,6,2 months,8 months,2 months,2 years,1 year,3,2,1,2,5,7,5,3,5,6,7,5,4,6,7,3,I purchased new glasses to wear.,I hung up various artwork in my room.,I started walking and exercising more since pre-pandemic. ,78,72,86,6,6,6,6,5,4,I spoke to colleagues about current events.,I received voting ballots in the mail.,I received multiple calls and texts about the candidates in my local area. ,51,66,42,2,5,3,1,2,1
5cbe7fdb82218d00172aa4f3,61,2,9,100,9,4,6,7,7,6,6,6,5,7,4,4,1,1,3,1,3,1,1,1,1,1,7,7,7,1,7,1,4,7,7,7,7,7,1,1,7,7,7,4,7,7,7,7,7,7,4,7,7,1,1,Getting out of debit,spending more time in prayer,decluttering my home,redoing my kitchen cabinets,removing the old carpet from my home,7,7,7,5,5,2 years,always,6 months,1 month,1 month,1,7,7,5,5,7,7,7,7,7,7,7,6,7,7,3,I spend more time with my family,I watch more Christian videos,I pray more,70,100,100,7,6,7,7,7,7,Watching news about the PotUS,Praying for our president's safety & health,Talking to my youngest son about current political events,90,100,100,7,7,7,7,7,7
5e1e935be3c7191e0519b486,57,1,8,90,9,3,5,2,5,6,4,4,6,5,7,1,1,2,3,4,3,2,3,2,2,1,5,1,7,1,7,7,3,7,7,7,7,4,7,7,7,5,7,7,7,7,7,7,7,6,4,3,4,4,1,Pay off mortgage,build new garage,lose 25 lbs,,,7,5,7,,,25 years,2 years,2 years,,,1,1,1,,,7,6,4,,,7,7,6,,,1,Our Dog died,Helped my son move to Idaho,,0,50,,6,7,,7,7,,,,,0,0,0,1,1,1,1,1,1
5d4c7ac3e8ec490018b0050d,62,2,1,8,10,4,6,6,6,6,6,7,4,6,2,3,1,5,1,4,4,4,5,1,1,1,4,6,1,4,4,6,7,1,1,1,1,1,1,1,1,2,5,6,1,7,4,1,1,2,5,1,7,4,1,losing weight,getting depression under control,getting health under control,better managing chronic pain,"putting together a book with my father, daughters and my poetry",5,7,6,7,5,6 months,8 years,3 years,6 years,1 month,3,2,3,2,2,4,3,4,4,5,3,2,4,2,5,2,participated in a virtual open mic,attended virtual services with my synagogue,spent time comforting a friend on the 10 year anniversary of his girlfriend's death,82,92,50,5,6,7,7,7,7,watched the debate,watched Biden's Town hall,voted early ,20,92,100,5,6,7,7,7,7
5c0150326a0c6e00013c6068,69,1,9,82,5,5,6,6,5,6,5,5,4,6,7,6,2,3,6,5,6,6,6,4,6,2,1,5,5,1,3,4,4,1,1,1,1,3,1,1,5,3,4,1,4,4,5,,1,4,4,5,4,1,,Lose weight,learn Spanish,get closer to family,save some money,improve health,7,4,6,6,6,2 years,5 years,45 years,45 years,5 years,5,1,4,4,4,6,5,6,6,2,5,2,5,5,2,1,we had a yard sale,finally got to see a Podiatrist,started using CPAP regular,86,86,60,,,,5,6,6,sent for absentee ballot,searched online for early voting place,talked with family about candidates,73,81,64,5,5,5,5,6,4
59cc6c0246f7210001906b71,63,1,7,40,5,4,6,6,6,6,4,5,4,6,6,2,2,2,1,3,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,get good health and eyesight,make enough money,be able to travel again,learn meaningful things,build valuable skills,7,6,5,6,6,5 years,10 years,5 years,55 years,55 years,5,5,5,6,6,6,6,6,7,6,6,6,6,7,6,2,cleaned up around the house,learning about real estate,making better Leaflet maps,70,80,80,6,5,5,6,6,6,reading news about election,learning about Trump's covid,reading about Biden's progress,50,40,60,4,3,4,3,3,4
5ddef2e6929d5de6f1050f1c,59,1,8,100,10,3,6,5,6,6,6,5,5,6,7,2,1,4,4,2,3,2,1,1,2,1,1,3,2,1,3,1,1,1,7,7,7,7,7,1,7,7,7,3,7,7,5,1,1,7,1,5,1,1,1,Spread the Gospel,Prepare my students for the fture,Prepare my family for the future,Serve others,Be faithful,7,7,7,7,7,Since Jesus saved me.,Since I decided to teach.,When I became a father.,Since Jesus saved me,Raised that well,6,2,6,6,6,6,6,6,6,6,7,7,7,7,7,1,We are looking for a new pastor.,We have celebrated several birthdays.,A daughter has had health issues,50,91,21,6,5,6,6,5,6,I have read many news articles.,I have taught my students about the electoral process.,"I have discussed the race with others,",50,72,62,6,7,5,6,6,3
561d98e03d7fe8000b0f5e09,62,2,2,15,8,6,4,4,3,2,5,5,4,5,1,5,4,2,4,6,6,4,4,6,7,2,2,4,1,6,5,2,7,1,1,2,1,4,1,4,1,4,4,2,4,5,4,1,4,1,4,2,1,3,2,moving,getting married again,socializing,losing weight,being happy,6,6,7,7,7,10 years,6 years,5 years,30 years,62,3,2,7,7,3,7,6,7,7,6,6,6,7,7,6,2,bought a new chair,went to the dentist,got a car repair done,80,62,76,5,6,6,6,6,6,watched Pres debate,watched VP debate,watched Pres town halls,79,80,75,6,6,6,5,5,6
59658491b9153e0001617465,19,2,5,11,6,1,5,6,6,7,6,7,1,6,7,1,1,4,3,2,2,2,3,2,2,3,6,5,6,6,1,1,6,6,6,3,4,5,4,3,1,1,5,4,1,1,1,1,1,1,6,4,6,1,1,graduate college,get an internship,get a job,have a family,happiness,7,6,7,7,6,4 years,1 year,10 years,10 years,10 years,1,3,4,1,4,7,6,6,1,5,7,7,7,6,5,2,starting sophomore year,,,75,,,7,,,6,,,volunteering,voting,,91,91,,6,7,,6,7,
5df81cd72713055bdf02efd8,43,1,8,10,9,4,6,4,6,6,6,6,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,2,6,5,1,6,7,7,7,6,6,6,6,7,1,4,1,6,1,4,4,4,4,1,4,1,1,4,1,Save more for retirement,Travel to Southeast Asia,Start a side business,Buy a new car,Retire,7,6,6,1,7,10 years,2 years,1 year,1 month,10 years,6,1,2,4,1,7,6,6,7,1,7,7,6,7,7,1,Death of my grandfather,I started working out at my gym again,A friend in another state contracted COVID-19,0,90,0,7,5,6,7,4,7,Registered to vote,I requested an absentee ballot,My friends and I joked about Trump contracting COVID on social media,90,90,75,7,6,1,7,7,4
5d0bc7dec89042000173c1fb,48,2,7,25,5,2,4,3,6,5,4,5,3,5,5,2,2,4,2,2,2,2,3,2,2,2,4,4,1,2,2,2,6,1,1,1,1,1,1,1,3,4,1,4,1,7,2,,1,2,6,2,3,5,1,health,save money,kids education,travel,reading ,7,6,7,4,5,19,2,2,25,30,2,1,1,1,2,2,3,3,3,4,2,2,6,4,5,1,none,none,none,50,50,50,4,4,4,4,4,4,none,none,none,50,50,50,4,4,4,4,4,4
5dd9f0e719eecb97dfab7b48,44,1,7,0,8,2,7,4,7,7,7,7,2,7,4,1,1,4,1,1,4,1,1,1,1,1,6,4,2,4,1,7,7,6,6,1,7,1,5,7,4,3,1,6,1,7,1,1,4,6,7,6,7,6,1,Eat healthy,Get in shape ,Travel,Learn a new language ,Buy a new car ,7,7,5,4,2,3 years,3 years,40 years,1 year,20 years,4,2,2,1,1,5,,4,4,2,6,,3,2,1,1,Watched tv,Homeschooled child,Went shopping ,100,83,73,7,7,7,1,7,1,Voted,Debate,President getting covid 19,100,50,100,7,4,7,7,1,7
5ddd92855daaa6d095854780,36,1,4,,1,5,7,6,5,7,6,5,3,6,3,2,2,3,7,4,5,4,3,4,4,1,4,1,6,1,3,2,7,1,2,2,2,4,2,1,4,6,4,7,6,4,3,3,3,4,6,3,7,5,2,Build Home,Build Farm,Earn money from plants or livestock.,Produce my own food,Be as self sufficient as possible.,7,7,4,5,7,10 years,5 years,5 years,10 years,10 years,4,4,4,7,5,7,6,4,7,6,7,6,6,7,7,1,Started exercising more,Stored food,Harvested garden,83,72,80,6,4,5,3,4,4,Discussed with family,Followed news headlines,Listened to podcast speaking about election,52,40,54,1,1,1,1,1,1
5b15d20c444cef0001cb1153,35,1,2,7,9,3,5,7,3,4,4,4,2,3,3,2,2,2,1,3,6,2,3,3,2,1,2,6,3,2,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6,5,6,6,3,6,6,1,Write more,Produce More,Move,Be more creative,Make more money,7,7,4,7,4,very long,very long,very long,very long,medium long,6,6,1,5,4,7,7,5,7,5,7,7,7,7,6,1,Played a new game,Learned new history,Listened to new music,93,86,100,5,4,6,7,6,7,Voted,Watched debates,Stayed informed.,100,50,78,7,4,7,7,7,7
5dd597c897405455982d1b0c,40,2,7,30,3,4,5,4,4,5,5,4,3,5,4,2,1,3,3,4,3,3,4,3,2,3,2,1,2,1,1,1,6,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,5,Grow my networth,empathic and independent kids,personal growth,create boundaries,become compassionate,6,7,7,5,4,20 years,6 years,25 years,5 years,10 years,3,2,4,4,4,4,4,4,4,4,6,4,6,4,4,2,virtual learning,short trip to Austin,meeting with inlaw,50,70,30,6,4,5,7,7,7,I voted early,we put a biden sign in our front yard,I watched the presidential debate,70,50,50,6,4,4,7,7,7
5bdc8d12b2fff7000189b6f8,69,2,6,0,9,3,5,6,7,6,6,7,4,7,6,1,1,2,1,1,1,1,3,1,1,2,7,7,7,7,1,7,7,1,1,3,7,1,1,7,5,4,1,7,7,7,5,1,1,7,7,6,7,7,1,Getting mom into nursing home,Electing Biden/Harris,Saving money,Vacation,Fix car,7,7,7,7,7,3 months,3 years,Always,2 months,Always,7,5,5,6,7,7,7,6,7,7,7,5,6,7,7,3,Moved to new apartment,Purchased area rug,Finally unpacked everything,100,100,100,7,7,7,7,6,6,voted by mail,will be poll worker,discussed politics with friends,100,100,50,7,7,4,7,7,6
5dd7052c7fb58b000eb7c09f,55,1,6,10,7,4,5,5,6,6,5,5,5,6,6,2,2,4,2,2,2,2,2,2,2,1,5,4,1,5,4,2,7,1,1,1,1,1,1,1,1,4,6,6,1,6,6,1,1,2,4,1,5,5,1,Good health,Good relationships,Debt free,Financial success,Financial independence,7,6,6,6,6,Many years,Many years,A few years,Many years,Many years,6,6,7,4,4,7,6,7,7,7,7,7,7,7,7,1,Praying,Exercising,Making donations to the needy.,100,100,100,7,6,6,7,6,6,Reading online news about the Presidential election.,Verifying voting location.,Talking about the Presidential election with family and friends.,55,90,80,5,7,6,5,4,5
5de5dba9ff87c15699804260,64,1,7,19,10,5,6,7,6,6,7,7,4,6,5,3,1,2,2,5,2,3,2,1,1,2,1,1,1,2,1,3,5,1,1,1,2,1,1,1,1,3,1,1,1,3,3,1,1,1,7,1,6,3,1,To avoid becoming infected with the corona virus.,To be able to get my home and vehicles ready for winter.,Come up with a fire evacuation plan.,Plan how to make our retirement savings last until we can collect Social Security.,Find a way to cover medical costs until we are old enough for Medicare.,7,7,7,7,7,Since January 2020.,For the past month.,For the past 2 months.,Since March when my wife lost her job.,Since March when we lost our health insurance.,3,7,7,5,2,2,7,7,3,2,2,7,7,3,2,4,More wildfires have broken out in our area.,My health has deteriorated.,I'm producing some music with my cousin (remotely).,0,0,100,7,7,5,7,7,7,My stress levels are much higher.,I'm concerned that the election will not be fair.,I'm worried more people with get infected with the virus when trying to vote in person.,0,0,0,6,7,7,6,7,5
5977e3867412f8000194e1fe,41,1,7,24,9,5,6,4,4,3,5,4,5,5,4,3,1,2,1,3,4,2,2,2,2,2,2,2,1,2,2,3,7,3,3,2,3,1,1,1,1,2,2,3,4,3,2,1,2,4,4,2,4,3,1,be a good father,professional advancement,be a good husband,support my parents,be healthier,7,5,6,4,3,3 years,15 years,7 years,10 years,15 years,1,1,1,1,1,1,4,1,2,2,5,6,5,6,3,2,Completed a professional audit,Went on a weekend trip with wife/daughter,Cooked a large meal for a few friends,65,86,85,5,4,2,3,5,5,Reviewed Chicago Judge recommendations,watched first debate,watched vp debate,20,10,28,5,4,3,1,3,2
5c3164e528d82100018160c8,41,1,1,100,1,3,7,5,7,3,5,1,3,7,7,7,1,7,6,1,1,3,1,6,1,1,1,1,7,1,7,7,1,1,1,1,7,1,1,1,7,6,7,1,5,7,7,1,1,7,1,1,1,1,1,Make more money.,Sell stuff.,Newer car.,Extra money.,New girlfriend.,7,7,7,7,7,41 years,22 years,2 years,41 years,1 week,2,4,1,5,1,1,6,7,4,7,7,1,1,4,1,2,Spending a large amout of time at home.,Saving extra money.,Watching extra television.,20,99,1,1,7,1,7,7,7,Listening to people complain.,Restrictions on everything.,Slow postal service.,0,0,0,1,1,1,7,7,7
56e6a66af6ed900006a5867c,40,1,1,71,1,3,4,5,6,3,6,6,2,6,6,2,2,3,1,2,2,2,1,3,1,1,2,2,6,2,5,1,2,2,5,2,4,1,1,1,6,3,1,1,3,7,5,6,6,4,6,5,2,1,2,Learn a new job skill,Invest money for the future,Strengthen relationship with girlfriend,Move out of home with family,Get health problems resolved,7,6,7,2,4,2 years,10 years,1 year,2 years,2 years,2,3,5,1,7,5,7,5,7,7,6,5,7,4,7,3,Traveled with girlfriend,Got health issued looked into,Met girlfriends family,100,28,82,7,6,6,7,2,6,Registered grandmother to vote,Filled out abscentee ballot for grabdmother,Argued with a friend on social media,76,78,9,5,5,2,1,2,3
5dea5ba4446c901777bde897,41,2,6,32,4,5,7,4,7,5,2,4,2,7,7,3,1,1,7,6,3,1,3,2,2,3,2,6,7,1,1,4,5,7,3,4,3,1,3,7,2,2,4,4,1,5,1,5,2,4,1,1,7,1,1,Give my child a great education,Pay the bills while staying at home with my child,Travel the world,Stay healthy into old age,Being beautiful into old age,7,7,5,7,4,For eight years,For eight years,For two decades,For two years,For two years,4,4,1,4,4,6,5,4,6,6,7,4,7,7,7,1,I won a credit card dispute against a dealership which sold me a lemon car.,I homeschooled my daughter five mornings each week.,I began packing to move home next month.,100,100,23,6,7,5,7,7,5,I voted.,I taught my daughter about the election.,I watched the Presidential debate.,80,91,0,7,7,4,7,7,3
5dcf6d762e4a050ac2cba07d,51,1,8,30,10,3,6,5,7,7,5,7,2,7,7,1,1,1,5,2,6,1,1,1,1,1,4,4,7,7,1,7,7,7,7,4,7,7,7,7,5,7,1,7,1,4,4,7,4,7,1,7,7,5,1,saving money for retirement,Completing college,quit smoking,lose weight,travel,7,3,7,7,4,5 years,15 years,25 years,3 years,30 years,1,1,4,4,1,1,4,7,7,4,7,4,7,7,7,1,BLM protest in my town,Tried CBD for the first time,Got a flu shot,20,100,100,7,4,7,7,7,7,Had argument with a Trump supporter,Researched Trumps accusations of Biden,Made political opinion posts on Reddit,10,100,100,1,7,2,7,7,1
59c0782e5364260001dc4740,57,2,6,0,10,1,7,1,7,7,7,7,1,7,7,1,1,4,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,1,1,1,1,1,1,1,4,7,7,4,4,7,7,1,4,4,4,4,1,4,1,Buying a home,Traveling,get out of debt,loose weight,enjoy life,7,4,7,7,7,2 years,1 year,3 years,1 year,1 year,1,4,1,4,4,4,7,7,7,7,4,,7,7,7,1,can not travel to visit family,death of family members,corona virus cases going up and down,21,0,0,7,7,7,7,7,7,absentee voting,listening to debates,evaluating candidates,100,50,70,7,7,7,7,7,7
56e70a4cc89073000de74a5f,71,1,3,100,10,4,5,4,7,7,7,4,7,7,7,1,1,1,4,1,4,1,1,1,1,1,1,6,6,1,7,1,2,1,1,1,1,1,1,1,6,6,6,4,7,7,7,1,1,7,4,1,6,1,1,Make more money ,get healthy ,take a vacation with my wife ,exercise more ,read more ,7,7,7,7,7,60,5,5,5,3,3,3,3,6,6,5,5,6,6,6,5,5,6,6,6,1,Got a new lift chair ,got a new walker ,bought a new computer ,96,91,100,7,7,7,7,7,7,Debate ,scandal Bidens son,Trumps  rallies ,52,9,95,5,7,7,6,6,6
5deaf334789cb321c7f002c2,53,2,4,60,7,1,7,6,7,6,6,6,1,7,4,4,2,3,6,3,6,3,3,4,5,2,1,1,7,1,1,6,4,1,1,1,1,1,1,1,6,6,1,1,1,2,6,1,1,1,2,1,6,1,1,Get out of debt,Make more money from home,Get our plumbing problems repaired,Get our siding problems repaired,Get through menopause,7,7,6,5,7,Five years,Three years,Two years,One year,Five years,1,5,3,7,1,3,7,7,7,4,7,7,7,7,7,2,Got new glasses,Started shopping for new tires,Cleaned up my desk,40,40,95,6,5,3,7,7,7,Started paying attention to early voter information,Watched the debate,Watched the news about the President's illness with COVID,60,0,40,6,3,3,7,7,7
55c43918fdf99b080551e044,32,1,5,50,8,4,4,4,7,4,4,4,4,7,5,2,2,4,1,2,4,1,3,1,1,5,5,4,1,4,1,1,3,1,1,1,1,1,1,1,3,4,5,4,4,1,1,1,1,1,4,4,7,1,5,Own a home,Have a dedicated home office,Stay healthy,Make every technical farm in Minecraft,Own a Tesla,5,6,4,4,4,5 years,5 years,32 years,1 year,2 years,1,1,4,2,1,4,4,4,4,4,4,4,4,5,4,5,Started earning more money,Learned to stop dwelling on the past or worrying about the future so much,Built a bunch of technical things in Minecraft and started to understand Redstone,80,90,90,6,7,6,1,6,6,I started to feel more neutral towards Kamala Harris rather than being skeptical,I voted by mail,"I watched a whole 2 seconds of the Presidential Debate, then didn't want to watch it anymore",50,50,0,4,4,1,1,1,1
5e164e81502213c397f0cf39,36,1,3,18,6,3,3,3,6,3,3,5,2,6,4,3,5,5,2,6,6,4,5,4,1,3,6,2,2,2,1,2,6,3,6,1,6,5,5,3,2,2,3,3,2,2,3,4,4,3,4,2,3,1,3,Ensure financial sustainability,Not contract COVID-19,Achieve true independence,Just hang in there,Find some skill I could actually use,6,7,3,7,6,2 years-ish?,Seven or eight months,Since fucking forever,I don't even know,I don't even know,3,5,1,4,4,5,6,3,4,5,4,4,3,4,4,4,Fell on and injured my hands because they somehow hit the floor faster than my ass did,Took a really big dump and became really tired,Got high from spicy snacks (just ghost pepper flavoring),20,50,90,3,2,2,5,1,4,Received mail-in ballot,Watched presidential debate,Forgot to watch vice presidential debate,80,40,50,7,3,3,4,5,5
5b233660648d5b0001b7de87,67,1,8,13,9,5,6,5,7,6,7,7,5,7,6,1,1,2,1,1,1,1,1,1,1,1,5,7,4,3,6,4,6,7,6,6,6,6,6,7,5,6,7,6,1,7,7,6,6,6,6,6,6,6,1,lose 10 pounds,exercise more,be more patient,stay focused more,read more,6,7,6,7,6,3 months,6 months,3 months,2 months,3 months,6,7,6,6,6,7,7,6,6,7,7,7,6,7,7,2,My nephews birthday,A new cable company service,harvested vegetables,100,71,100,7,6,6,7,7,6,I voted,I watched a debate,I watched a town hall,100,90,90,7,6,6,7,6,6
5be76e0505e5cd00017a1f8e,51,2,10,50,8,4,7,7,7,5,7,7,4,7,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,7,7,7,1,1,1,2,7,7,1,1,1,1,3,1,7,7,4,1,4,1,1,1,Quit smoking,Lose weight,Be happy,,,7,5,7,,,30 years,20 years,50 years,,,4,4,7,,,7,7,7,,,7,5,7,,,1,I finished a book.,I harvested my garden.,I visited my grandson.,100,100,100,6,7,7,7,7,7,I watched the Presidential debate.,I registered to vote.,I voted by mail.,0,100,50,5,6,4,7,7,7
58cc6e1293dac30001d4abc6,50,1,8,15,8,4,6,6,6,6,6,6,6,6,6,2,2,2,2,2,3,2,2,2,2,1,5,4,4,3,1,1,6,2,1,1,1,1,1,1,2,5,1,4,4,7,4,1,2,5,4,5,6,5,1,Limit alcohol consumption,Quit smoking,Lose weight,Buy a house,Make manager,6,7,7,7,5,10 years,10 years,2 years,15 years,6 years,6,4,7,1,2,6,6,7,4,6,6,6,7,5,6,1,Children continued remote learning for the new school year,Wife got a part-time remote job,My sister had another son,80,90,100,6,5,7,7,7,7,I voted by mail,I registered to be a poll worker,I encouraged people to vote,70,85,85,7,5,7,7,7,7
581649f0b434f0000184d2a9,27,2,5,28,7,2,4,6,6,4,5,4,2,6,6,2,1,1,2,5,4,2,2,2,2,2,6,6,4,4,3,5,5,4,5,6,2,3,4,6,2,3,5,4,6,6,4,2,3,5,5,5,2,5,1,To get married next autumn,Learn sign language,Collect more unique clothing pieces,Finish my friend's Christmas presents,Learn a new dance,6,3,4,4,2,6 months,1 year,7 years,2 months,1 month,1,4,6,7,4,7,5,4,7,6,7,5,4,7,5,1,I took pictures for my friend that graduated from a program,I experimented with new cooking recipes,I saw my dad through Zoom,96,67,50,5,2,3,7,3,4,I filled out my ballot ahead of time,I discussed early voting with my father about how to do it,I took my ballot and the ballot of my SO to the post office to be sent,77,50,66,7,6,7,6,5,7
