prolificid,events_concat_pre,events_concat_post1,events_concat_post2,events_concat_post3,post1_pre,post2_pre,post3_pre,post2_post1,post3_post1,post3_post2
58cc6e1293dac30001d4abc6,Children continued remote learning for the new school year Wife got a part-time remote job My sister had another son,Voted covered a/c unit,Celebrated Joe Biden's victory. Went out for pizza with a friend. Met with family in a park.,Went out for drinks with friends at an outdoor bar Shopped for Christmas gifts Zoom call for Christmas with family,0.04722218960523605,0.053137727081775665,0.07366899400949478,0.09283440560102463,-0.010074948891997337,0.4787710905075073
581649f0b434f0000184d2a9,I took pictures for my friend that graduated from a program I experimented with new cooking recipes I saw my dad through Zoom,voted in the election pay raise different position,Started looking for in-home nursing staff replacements Conducted several in-home hands-on interviews with prospective nursing staff Hired two nursing staff members continued interviewing others,Another dog died (I adopt senior dogs) Volunteered to text voters in Georgia Organized a team for Audubon bird count,-0.0009105950593948364,0.11816288530826569,0.257874995470047,0.046621501445770264,0.11976766586303711,0.23306244611740112
5dd3d082ed36493b905e87dc,remodeled downstairs bathroom friends visited from Marquette dental work,Harvested the garden Took animal to the vet Had virtual doctor appointment,Adopted a dog Shopped for elderly person attended a Farmer's market,I've been speaking more with my neighbors lately. I've been trying to limit communication with toxic people lately. Last week I got some good sales at Kroger.,0.13744893670082092,0.13773073256015778,0.23166199028491974,0.45755213499069214,0.08668537437915802,0.25729241967201233
590fbd5b4e83da0001b6fbbc,I became isolated during covid I lost contact with family I raised snails from babies and sold them,Helped daughter purchase first car Started looking for a new position at work Mother in law had a stroke,Zoom chatted with the entire family. Took care of my sick girlfriend Put up Christmas decorations.,Keera and I shared our feelings for each other Started dating Keera xmas eve with shobi,0.14714573323726654,0.26333826780319214,0.13131685554981232,0.1069648340344429,0.05308881402015686,0.32453465461730957
5e175705cfe8dc000b559793,ran 5K visited my grandmother took kids to a lake,CHECKUP/EXAM MALL SHOPPING ATTENDED A SMALL GATHERING,went to a speciality doctor got new meds found childcare,Went to the doctor Celebrated New Years with daughter Cooked some creative things,0.18890772759914398,0.22021880745887756,0.2730654776096344,0.12727710604667664,0.23535582423210144,0.4255039393901825
5df58b28ecb3ea3ed1ceea37,Working from home Beginning a diet Getting serious about working out,none none none,Shopped for the holidays online decorated for the holidays tended to my cat who was ill but now recovered,Celebrated christmas Celebrated new years Celebrated thanksgiving,-0.09199421107769012,0.03455166146159172,0.006370968651026487,0.026114240288734436,0.04941972345113754,0.3735262155532837
5c6fb7c3c114eb00018b3154,I bought a new engine for my car I put my car in the shop I took my dog for a walk,"I vote in person, at considerable personal risk. I watched a Presidential debate I watched the Biden/Harris ""victory"" speeches",went to a birthday event participated in a zoom meeting had a trip derailed due to Covid,"Got a flu shot, then was run down for a few days A family pet died Had a big snowfall and spent half a day shoveling neighbors out",0.07840125262737274,0.11899160593748093,0.396259605884552,0.11094605177640915,0.07712671160697937,0.3321780264377594
5c261a30b15f050001cefdb4,Learning to tat Taking up knitting again Helping my sister,applied to jobs lost a tooth break up,Turned down Thanksgiving family visit Cat destroyed a carpet Water pressure problems,"Zoom visits with family. Nothing really. Nothing really. Life as usual, no events or activities.",0.009466052055358887,0.12912265956401825,0.1476791501045227,0.09456394612789154,-0.007965409196913242,0.08011294901371002
5c9d2bed010c73001706aeaa,Trip to Vincennes Week in Batesville RV park Made profit in stock trades,voted hated democrats gambeled,"Nothing happened, been quarantining b/c of possible COVID exposure.",Grocery shopping Home cooking Walking outdoors,-0.03654459863901138,0.07753530144691467,0.21662293374538422,0.08329710364341736,-0.013652218505740166,-0.010540252551436424
5995be89f9db7d0001895993,my aunt died my dad was diagnosed with dementia my neice had a baby,Changed jobs Sold a vehicle had a new grandson,I took the week of Thanksgiving off as vacation. I purchased a TV but have not yet picked it up. I went in to the workplace after about a month of not going in.,watch Tottenham watch movies make music,0.25395601987838745,0.04928456246852875,0.024809494614601135,0.056746963411569595,0.05074795335531235,0.11087580025196075
5df2f2ed4c81b2201c6c782e,Tree-trimming project Getting better sleep Noticing more self-acceptance,the election getting a new job the covid pandemic,zoom Talmud study zoom Shabbat services creating artwork and e-blasts for my synagogue,New Years party Played video games Work,0.0891106128692627,0.12293250858783722,0.09086412191390991,-0.01122185681015253,0.23135335743427277,0.06181269884109497
578ba9442fc0d400012c71dc,Celebrating birthdays in the family such as my mother's and my grandfather's. Praise from my university professors about the quality of my work in their classes. Being hit and threatened by my father.,I went to the beach I went bike riding I worked overtime,saw an old friend met some amazing street musicians played violin which I hadn't done in a while,Physical Therapy appointments Christmas Eve services via Zoom Portneuf Animal Welfare Society rep we are working with came by.,0.2686653733253479,0.10674507915973663,0.14230892062187195,0.24920088052749634,0.23530349135398865,0.14974519610404968
5df11e6cdc85350234932daa,Children began virtual schooling for the year. Celebrated my 12 year wedding anniversary. Celebrated my birthday.,I voted. A close family member got enganged/announced marriage plans. Had a couple of funerals/deaths of family members and friends.,Bought stocks. Sold some things. Organized computer files.,family gathering family member losing job family member moving,0.22729915380477905,0.2195199877023697,0.04459991678595543,0.2705574631690979,0.24478626251220703,0.13759011030197144
5a8b61fcf1408d000176b02f,went to the store went to lunch with a friend did some Christmas shopping,US Presidential Election Halloween Visited my family,x,finally did a video chat with a friend I haven't seen a friend was diagnosed with kidney disease I wrote someone who I haven't spoken to in a year,0.2727196514606476,0.09503000974655151,0.19778111577033997,0.021070420742034912,0.024398937821388245,0.11878759413957596
5e1ce181e37cd906f01b3226,Planning a wedding Went visiting Went pumpkin picking,Got sick My son left home to go to Tennessee,group run with friends completed house projects purched a treadmill,eating out working out walks,0.11650792509317398,0.12153922766447067,0.10199315845966339,0.052189186215400696,0.10714308172464371,0.36761313676834106
597d572d99bd880001772d8e,I graduated to the advanced level of Krav Maga(self defense) training. A friend of mine got married. We got a new puppy.,Have completed home improvements Have nearly completed teaching a semester virtually. Have renewed activity in our church.,Participated in an educational online conference Brought dinner to a friend who lives by himself. Gave money to a friend in need.,Thanksgiving dinner Christmas get together Christmas Eve get together,0.2877424955368042,0.2891733646392822,0.08917878568172455,0.21078765392303467,0.1352369636297226,0.26379674673080444
59235471e937bd0001ca0245,Wisdom teeth started bothering me I'm getting closer to my weight goal I caught up with some shows and books,Visited the beach for the first time in several years. Walked on Hollywood Blvd. for the first time in several years. Visited a close friend I have not seen in about a year.,Thanksgiving shopping working on surverys decorating my tree,"nothing happened, I stay at home all the time -->  screw the corona....",-0.0008465168066322803,0.07210680842399597,0.21105477213859558,0.09781050682067871,0.19341295957565308,0.15955784916877747
59c843b646f72100019067ce,I had a lab work done. I bought a new cell phone. I read an autobiography.,i passed a kidney stone i discovered new musicians that I love i lost weight that I had gained,Wisdom teeth were removed.,voted in the election dropped cable TV Read less news,0.42470645904541016,0.12667864561080933,0.10926169157028198,0.1385454684495926,0.11007978022098541,0.2015727460384369
574eab79c18847000e071119,I tried the yoni pearls for the first time. I started to drink more fruit smoothies on a regular basis. I bought a hands free headset on ebay last week.,I watched football with my buddies I submitted reviews  I formulated a plan for weight loss,I got tested for the virus I found another grocer that will deliver to me I started listening to my home church on youtube,I painted my room I cooked lasagna I went to the beach,0.10490673780441284,0.14648835361003876,-0.08136594295501709,0.18131330609321594,0.13411228358745575,0.08752216398715973
570b8aa8b9b52b00102d97f2,My pastor's wife died of the COVID-19 virus I've had to call in multiple substitute in-home nursing caregivers I've started working on a new quilt,Voting in the US presidential elections Reconnecting with an old friend I hadn't spoken to in months Celebrated my birthday,Stayed in self isolation Participated in online discussions Worked doing artwork,I had New Years with my Wife I had Christmas with my kids I Christmas shopped,0.10196345299482346,0.16173887252807617,0.2879396080970764,0.13434451818466187,0.22540518641471863,0.11067027598619461
5dc59aea37023940a0860dea,"Helped someone with a big move. Had a big, unique car problem that took a few months to fix. It was weird. Spent a day taking a relative to a few doctor appointments. Sounds routine, but I don't usually do it for this person and it ended up being a whole day + dinner and was a good day.",podiatrist visit finally (long story) covid continues can't sell candy tins,Voted in person Got a medical procedure finished Made new plans for a trip next month,My wife was diagnosed with a life threatening disease. My degenerative disease is much worse. I spent an uncomfortable day at the hospital.,0.1963394582271576,0.33372074365615845,0.4337259829044342,0.2165125459432602,0.25871044397354126,0.3618764281272888
5c8eb16ed169ac0001c27629,My next door neighbor of 23 years passed away Grocery shopping Maintained household,i watched the election i got promoted i got a facial,cooked a brisket upped my sales lost 5 lbs,doctor appts christmas with no family thanksgiving without family,0.028580889105796814,0.23257920145988464,0.2973301410675049,0.0996038168668747,0.0414004772901535,0.1436932533979416
5dd4189ef30aa640b4e9c094,"Went camping, hiking and kayaking down east. Slaughtered and butchered the roosters. Recovered the greenhouse.",Voted in the general election Had surgery Helped daughter with emotional issue,Voting  tutored  watched football,exercising walking dogs Christmas,0.06853393465280533,0.10748082399368286,0.20756296813488007,0.17433694005012512,-0.006176220253109932,0.09904356300830841
5a791168f49c9a0001f31061,I went to Jeju Sauna. It is a Korean Traditional Bath House Spa. I rode my bike to 44 miles roundtrip to eat two chicken sandwiches for a market research company. I found $71 on the ground. ,I've set up the Christmas tree I did my first newborn shoot I experimented with baking new recipes,Finally clean up the garage Updated my resume went fishing,beach trip roading park visit,0.09834615886211395,0.15884554386138916,0.27678465843200684,0.14558427035808563,0.06695017218589783,0.16821444034576416
55b645bbfdf99b1c02906873,made an actor smile renewed lease replenished food supply,i voted scouted wedding venues helped my son with school,one of my dogs went from 100% healthy to being put down the day before yesterday /,Celebrated Christmas with family Went on a 2 week vacation with girlfriend. Had health issue treated.,0.09666375815868378,0.18464308977127075,0.20763221383094788,0.09000979363918304,0.133535236120224,0.2894187569618225
5dd37d08c6588f38120fb465,Death of pet Wildfires near home Started new volunteer work,I was an election clerck I,started walking with a friend started cleaning up so I can decorate bought food for thanksgiving,Christmas dinner,0.13209208846092224,0.23570513725280762,0.03437381982803345,0.10777103155851364,0.014395416714251041,0.43960344791412354
5d506e6d4040a40016bb186a,fell off ladder injured foot visited state park,paid bills delt with crooked company overcharging received deliveries,I went to dinner with my mother. I went to the grocery store. I watched college football last Saturday.,Working Keeping in contact with friends and family. Donated money to a good cause.,0.02943330630660057,0.1433640718460083,0.09948897361755371,0.06687696278095245,0.0964808389544487,0.3033613860607147
5de1986c040f531f97eb6092,Losing weight Getting orthodontic treatment Donating to charity,Helping my next door neighbor with house & yard work. One of my siblings came over and we had a short visit with masks on and social distancing in place. I consumed more online politcal news last month than I ever have.,"I went grocery shopping. I got tested for COVID-19, and the results were negative. I participated in studies and surveys.",worked out at the park walked around the park a few times youtube chats,0.1505802720785141,0.23132005333900452,0.08121778070926666,0.29713115096092224,0.31587591767311096,0.1264706701040268
55abb1a5fdf99b501fab62e3,volunteered at a food pantry took a neighbor to the emergency room (not COVID-19 related) worked remotely from home,I hurt my kneww I voted I visited my parents,participated in online meditation session volunteered at a food pantry annual medical checkup via telemedicine,quarantining landscaping my yard turning garage into excercise room,0.08748603612184525,0.4208666980266571,0.1914319545030594,0.023021219298243523,-0.009093763306736946,0.14413300156593323
5d1a7bb2339da6001a12b11a,My potato harvest was a failure I achieved a personal scoring goal in a skill game I planted lettuce and other greens and they're already sprouting!,voted reconnected with a friend found out a friend's parent died of covid,got vaccinated Zoom meeting went to the mall,Went for a run Went to see my parents Celebrated New Year's,-0.020827649161219597,0.07343968003988266,0.2159326672554016,0.2785952687263489,0.19251838326454163,0.29663148522377014
5c1f02a310677f0001da17b8,Began volunteering  ,x,We moved house. We are having Thanksgiving vacation. We went to Costco.,Christas at home Christmas at mom's covid exposure,0.11051686853170395,0.18507441878318787,0.19013720750808716,0.0646335780620575,0.13460135459899902,0.2514449954032898
5bddd64b48428800013061a6,i visited an old friend i visited my girlfriend (long distance) i saw my grandmother on her birthday,Halloween Voting Chestnut Center,x,online work celebrated Christmas received second stimulis check,0.04239388182759285,0.06642340868711472,0.16676469147205353,0.10487216711044312,0.23172298073768616,0.11174052953720093
5c2b4b959f18a9000179a141,I made music I watched tennis I watched baseball,Working on political campaign as a volunteer Not speaking to my sister Getting more exercise,Car battery died while I was at a store. Family pet passed. Spent a few days getting the exterior of house ready for winter.,celebrated Christmas decorated house exchanged presents,0.11859416961669922,0.18206553161144257,0.07043692469596863,0.10255705565214157,0.07169521600008011,0.27822041511535645
5d615f7632cfbd001b1b6dcb,Covid restrictions lifted where I live Swimming more Stock market way up,I voted Mowed my lawn Work meetings via Skype,Math Quiz Bio Quiz Moved back home,"Celebrated New Years by myself, due to COVID-19. Celebrated Christmas by myself, due to COVID-19. Received an negative COVID-19 test result.",0.08299658447504044,0.03897804766893387,0.21672892570495605,0.13154302537441254,0.12687377631664276,0.07961845397949219
5e1f8fbfb202032c463f3e06,started new work project went out to dinner went to park,Voted and donated money to rid the country of Trump. Funeral of a sister-in-law. A long out of state trip.,watched the ATP finals watched Tottenham watched musicals,Attempted coup of the election Interviewed for a new position at a new company Bought a house,0.19769473373889923,0.2210325002670288,0.15104734897613525,0.061934251338243484,0.21860191226005554,-0.005983124021440744
5d36600685d1d50001affacb,Went to visit my parents' graves Paid Keera do to some artwork Got a new TV,I've continued to practice safety measures to protect myself and other against COVID-19 Gave money to a friend of mine who needed assistance.,Someone broke into my home Another toothache and likely problem A gust of wind blew out an old window in my home,Christmas New Year Going to a park,0.15521851181983948,0.15104299783706665,0.15180210769176483,0.2064066231250763,0.02345687337219715,0.1193491518497467
5dcec32a367c6d000a4282c2,Watched tennis tournament Traded stock in Chinese electric car Got through the day,voting flying Trump 2020 flag taking care of my spouse,"My home remodeling was successfully completed, after the bathroom flood last August. We celebrated my son's 24th birthday. I signed up for an online fundraising auction to benefit the local food bank.",see a doctor grocery shopping,-0.035451874136924744,-0.023090647533535957,-0.010603128001093864,0.1284157782793045,-0.042286649346351624,-0.010966826230287552
5dceca2541afe801a32e27ac,Childhood friend died from the virus. Have not seen close friends or family since March. Four residents in my building have tested positive for the virus.,Tutored went to church  went shopping,Had dinner with family Helped someone with an internet problem Got my car inspected,I participated in my family's Christmas celebrations. I watched the results of the election be certified. I celebrated New Year's.,0.04071597382426262,0.3170217275619507,0.088053397834301,0.28772953152656555,0.09725390374660492,0.19307753443717957
5996dbbc05a0e30001f1fd4a,lost retirement less working hours ,Voted Halloween Paid rent,"Watching the election results play out Going out for errands, wearing a mask, and social distancing while doing so Making more money doing online studies",grandson birthday party son's wedding Christmas,0.09368962794542313,0.18638896942138672,0.030708733946084976,0.1801300197839737,0.08549672365188599,-0.08297613263130188
5d16badb7b0154001a282fdb,COVID-19 Pandemic Unable to visit with friends and family Making improvements to my home,trick or treating with daughter election celebrated niece's birthday,Going to the orthodontist Getting a flu shot Zoom meeting,Thanksgiving home with my wife only Christmas home with my wife only New Years home with my wife only,0.09167689085006714,0.2409408539533615,0.3341519236564636,0.13226079940795898,0.21225106716156006,0.1028616726398468
5c365b5e8821900001b3876c,my aunt was hospitalized with cancer my aunt had surgery and then was taken to hospice My aunt died day before yesterday,celebrated family members birthday car broke down bought a new laptop,found new relative visited rick wore a face mask,Christmas Dinner with Family Walked my Sister's Dog Helped Neighbors Move,0.20226074755191803,0.17056173086166382,0.2983134984970093,0.174911230802536,0.28888601064682007,0.21694546937942505
5dd2c9f2c925a82e5167ef8b,Bought some gardening equipment Began a workout routine worked remotely,I started working on a new musical project. I voted. I became ill. (Not Covid-19),dcs got a report on my son son got sick was dogsitting,"Took a week off Got vaccinated Had New Years ""party""",0.0933583527803421,0.1754448413848877,0.15255782008171082,0.2804492115974426,0.4137125611305237,0.35670673847198486
5df02b4e9800ec094e120d26,College Work  Covid ,walked with friend go to the gym working in my stores,Did volunteer work (wetlands clean-up) Took a short camping trip Volunteered to text for Georgia runoff,Traveled for Thanksgiving Traveled for Christmas Had my work performance review,0.14653299748897552,0.21344834566116333,0.28039461374282837,0.11523279547691345,0.2577393651008606,0.2511395812034607
5d1c4b76ab2b52001a30eeb8,Paid off large debt 5 and half year anniversary None,Voting turned 56 was tested for covid,dr appt grocery trip online xmas shopping,Attempted coup by Trumplicans Lockdown was relaxed Christmas,0.03639974445104599,0.13979820907115936,0.1569836586713791,-0.06630916893482208,0.2332868129014969,0.16747304797172546
5dd32432e0b21b3472c20ebe,Mother in law had a stroke Uncle died Aunt died,My Beloved Aunt passed away My dear cat suffered a stroke crafting,grandfather died friends moved lost money,started working out started cooking started skateboarding,0.63504958152771,0.4795984625816345,0.08932574838399887,0.36567002534866333,0.16565945744514465,0.017743811011314392
5e1efdb3a8c111230db526ff,active habits relationship,election went on vacation started a diet,"Got kitchen sink blockage repaired by maintenance, while observing safe physical distancing and wearing masks.. Completed an in property survey about resolution of maintenance request. Watched an extended 2 hour virtual theater video performance by my cousin and her drama therapy group project, forwarded to me by my aunt, revolving around current issues of race, identity, and marginalization.",x,0.20613181591033936,0.15695002675056458,0.026105988770723343,0.14788220822811127,0.01687241718173027,0.10270476341247559
5e0e60798205265be682850e,Wrote a story. Read a few books. Started going back to the gym again.,I eaten a lot of clearance Halloween candy lately. I've been paying more attention than usual to politics.  I've had a difficult time time to relax within the last month.,I reunited with an old friend and caught up on things with them. I've made Christmas wish lists for the things my friends and family want. I've studied for and taken important midterm exams in my university classes.,doctor visit after a long time,0.1299997866153717,0.2032000720500946,0.15684691071510315,0.32297900319099426,0.1815163493156433,0.1549750417470932
5e1797da928b15062260e30e,High winds causing red alerts in my city Terrible Forrest fires in my state Spike in COVID-19 cases in my county,Working from home Started school Preparing for a trip,Best friend Patsy passed away unexpectedly Canceled Christmas plans due to Covid Enormous workload!,My bicycle was destroyed on bus bicycle rack by hit and run car. Celebrated birthday at Zaxby's. Flew to Las Vegas for $30 roundtrip on Spirit Airlines.,0.0253654383122921,0.1285875290632248,0.14020997285842896,0.1363457441329956,0.12268362194299698,0.19160635769367218
5c3630c83ce2c8000111b504,traveled less due to pandemic spent less time with family took short trip,Started playing golf joined a bowling team started walking my pet,Friendsgiving Voice Lessons Online Course lessons,I took my dog to the park.  I celebrated Christmas with my family. I visited my grandmother.,0.13825732469558716,0.03222261741757393,0.27747058868408203,0.07153675705194473,0.45471447706222534,0.056632205843925476
59417543c768a500011c9731,Interviewed for a position I am interested in Hired a wedding photographer Bought new running shoes,Trip to state park for long week. breakfast with a friend dinner with friends,My friend passed away. Went to anniversary party. rode 10 miles on bike,I took a yoga class I went hunting at my friends ranch house I went to Church on Christmas Eve,0.08386555314064026,0.058236777782440186,0.09655097872018814,0.4187392592430115,0.44080638885498047,0.559546172618866
5d012930cfeb82001817c9c9,got promoted went hiking  moved,I got into a heated argument with a friend I watched the election coverage on CNN I made a bunch of spotify playlists and sent them to my friends,Zoom call with family members in another state. Went to the gym. Did volunteer work for the condo association.,went grocery shopping took a friend to the train station visited son at college,0.15985670685768127,0.31718870997428894,0.2685277760028839,0.09118586778640747,0.13283927738666534,0.27904078364372253
5e2bf2153a9311222d4892c6,Getting Into college Got a job  Got Fired,i had to help my siblings financially job application was rejected car broke down,planning Thanksgiving menu repair person came to install bathroom fan dinner outside at my sister's,church attendance prayer helping others,0.2975071668624878,0.11740319430828094,0.0022812746465206146,0.19382894039154053,0.16176560521125793,0.18034394085407257
5cba50bf114fa5001aac5570,sold roosters bought microphone bought clogs,Assisted partner with craft show. Conducted important presentation for work. Car accident.,visited mother at nursing home cut mother's backyard attended outdoor church meeting,Gardening Hiking Working,0.027564842253923416,0.03311246633529663,0.024188492447137833,0.17881542444229126,0.13612069189548492,0.2470300942659378
5de1ef4ecb1b08240f97671a,Leading large project at work Sold old vehicle Lost weight,I voted in the Presidential Election. Helped out with Halloween. Helped with a voting drive.,went to church Sunday played cards with friends went to work,fishing trip finish quit   spend time with grands,0.09407932311296463,0.06289680302143097,0.14330968260765076,0.2623107433319092,0.03249213099479675,0.2716033458709717
59c86f966a287600011c393e,Signed new Lease for my apartment Participated in biometrics research study Made first payment on my long term installment (self employment) tax payment plan,friend died visited daughter dog got very ill,Had a long phone conversation with a friend. Risked my safety to stock up on groceries. Harvested the first of my Fall-planted greens.,I went on one big grocery expedition to stock up for locking down at home. I wrote a letter to my congressperson I posted something political on my Facebook page,-0.10014144331216812,0.09092392027378082,0.17614977061748505,0.14162880182266235,0.02992214635014534,0.5069823265075684
5dd6d370194e486498e13ab6,I bought a sewing machine. Work is sending me out of state. A new client has hired me for work (unrelated to above).,watched movies Took a college exam Voted,tested negative for covid gained profit in the stock market got my kid a flu shot,volunteered at a food pantry went grocery shopping worked remotely,-0.043429769575595856,0.03694263473153114,0.23053693771362305,0.19311946630477905,0.05206012725830078,0.0934717133641243
599eaf0fbfd73c00010ea24e,Attended niece's baby shower Grandmother having issues with healthcare cousin gets Covid-19,x,I have volunteered for the Democratic party to araise awareness for the Senate runoffs in Georgia. I have switched my cats' food. I have received in the mail a gingerbread house for assembly.,visited family took dog to vet grocery shopping,0.00370175763964653,0.09623900055885315,0.2488982379436493,0.09923408925533295,0.00649610860273242,0.30387723445892334
5c639bfa9fe0060001cd8103,started a home project  had a medical procedure  bought a camper,celebrated my daughter's 5th birthday closed by business ended contact with a family member,went shopping worked overtime  walked for exercise,cousins birthday party Christmas party Clean up house,0.18001656234264374,0.23865875601768494,0.1183507889509201,0.19258669018745422,0.2908862829208374,0.140645831823349
5e21a34e683c2a000bd3a63c,56th birthday dental appointment eye exam,Made some new friends to spend time with. Learned how to edit digital photographs. Took out a small loan to buy some items.,planning for Thanksgiving shopping for Thanksgiving Praying for friends and family members who are sick,I thought I had a broken foot We had family in for Christmas We returned to some live school.,0.09286108613014221,0.11457158625125885,0.07819141447544098,0.10881860554218292,0.3605990409851074,0.25336572527885437
5d2a7c01b866ef0015b8e0a1,Received stimulis payment. Less online work available in the last 3 months. Wearing a mask & socail distancing.,Went out to dinner for the first time since March of this year. Had a flat tire. My son was hospitalized.,When bowling learn to walk again went golfing,I cooked a complicated holiday meal I hiked a mountain at a national park I entered a new gallery,0.22407448291778564,0.13673144578933716,0.18288928270339966,0.359396755695343,0.443206250667572,0.24203500151634216
5c4de8f726093e000134ee6e,Mom had surgery Moved into Mom's house Continued dealing with pandemic,family reunion outdoors w/ my family family reunion outdoors w/in-laws short trip,praying Bible reading  caring for people,Thanksgiving with family going to church went to work,0.17491298913955688,0.10834495723247528,0.22975853085517883,0.11224895715713501,0.36066222190856934,0.30994999408721924
5a7dec1d2a842c0001fc7954,Finding out about a health issue making a lot of money in the past month finding out about my sister's cancer,Voted,went to work bought groceries took vacation days,I lost my main nursing caregivers I have increased the number of hours that I need nursing caregivers I learned how to use an instant pot,-0.0037553273141384125,0.230797678232193,0.2587849497795105,0.06819117069244385,0.02620401605963707,0.24319735169410706
5993020a5f49420001caf86b,"I showed at my first art gallery I found a life partner, spouse I lived with a Weimaraner",went to a corn maze got new glasses attended family birthday dinner,went to the grocery put up my tree  baked a couple pies,Visited Rick Drove to Apple Valley online shopping,0.26229652762413025,0.24427193403244019,0.0701095461845398,0.48492175340652466,0.25942152738571167,0.244524747133255
55a28851fdf99b602e6b05dd,ate out for the first time since March took out all of the recycling the last family member of my parents' generation died at the age of 92,Attended new training related to my job,sign up at new gym getting ready for holiday organizing,spoke to child over Facetime went on a walk with a friend watched a movie on Christmas,0.09782146662473679,0.16002486646175385,0.2340444177389145,0.26269495487213135,0.1008574441075325,0.07130036503076553
5d60b5beea1c1c0001c98bf6,my birthday I went to the beach I went bike riding,voting voter registration my birthday,Take son to lacrosse practice Get rid of leaves in yard Clean out garage,recieved stimulus check got my physical exam did some walking,0.46904832124710083,0.05501173064112663,0.21422263979911804,-0.029855942353606224,0.16399599611759186,0.08257000148296356
5be8d4af25507300010dd4e4,went to doctor went to therapist rode bike again,new project helped friend move donated time,watching news for election information listening to music reading books,visited my aunt took a vegan cooking class on zoom celebrated Christmas and New Years eve with my husband,0.13776488602161407,0.05834760516881943,0.21857574582099915,0.06733977794647217,0.2545287013053894,0.14000871777534485
5af5262f1b55800001f4a418,My dog has been sick I breathed toxic cleaner fumes ; hurt my lungs doing some renovations in kitchen,I started learning how to invest Have been working from home Seen my family,none,I celebrated quietly at home New Years Eve. I took my annual physical. I went to a funeral.,0.07556526362895966,0.08649652451276779,0.08670616149902344,0.02130690962076187,0.13000184297561646,0.09758502244949341
5c628464519bc50001cc09b3,Worked from home  ,Attending a conference on zoom Presidential elections Resolving a legal process,Fiance got a new job Ran a half-marathon training run Signed a new lease,I traveled home for Thanksgiving I traveled to Ohio for Christmas I returned to work,-0.00887654721736908,0.2080492228269577,0.3703179657459259,0.07598734647035599,0.01166248694062233,0.17590178549289703
5d02e02a2c5da00001474340,kid restarted school worked lots of overtime bought a trombone for kid ,voted in election grandmother passed away bought a treadmill,had virtual visit with doctor did shopping helped someone,Gotten a new job Learned how to cook Went hiking,0.21438723802566528,0.14668186008930206,0.18761828541755676,0.13104166090488434,0.1819814145565033,0.32194775342941284
5c5da579bfe5280001448433,3 week cross country trip weekend camping trip family gathering,Went down hill mountain biking. Recovered greenhouse Killed and processed rooters,visited inlaws for thanksgiving ate a good cheeseburger decorated for christmas,Began volunteering as Treasurer of my HOA Purchased a new gas range Had a colonoscopy,0.17466270923614502,0.2620626986026764,0.09819856286048889,0.12268298864364624,0.2701067626476288,0.1873013824224472
5aecad0e75deca000162634c,racial injustics uptick in corona virus rittnhouse not being charged in killing 2 people,"Voting on election day. Participating in studies and surveys online. Reading about COVID-19 news online, and on TV.",Working on a work project A school presentation Preparing my son for graduation,A christmas family gathering I did not want to go to because of too many people from different places. Taking my wife to a doctors appointment twice. Shopping several times.,0.21414053440093994,-0.0847473219037056,0.07031376659870148,0.13875477015972137,0.2846338450908661,0.13346242904663086
5bd45c509afb5b00015c48f4,my cousin's cancer worsened my daughter became engaged covid cases going down in my state,I voted I donated a lot of items from my home Deleted my Twitter page,read a book received food delivery washed cloths,none none none,0.09808427095413208,0.04739730432629585,-0.014679932966828346,0.11632629483938217,0.05757612735033035,0.04815736040472984
5a2732ceb51a74000132da85,debt exceeded 50% of my available credit saw a friend I hadn't seen in a while started playing video games again,work grocery shopping watching football,I teamed up with a coworker to begin working on my bridal bouquet I had a follow up doctor's appointment I finished baking for a few people's Christmas presents,Taking care of my husband after his surgery Celebrated Christmas distancing from my family Curbside shopping,0.112760528922081,0.03954838588833809,0.1426256000995636,0.1477874368429184,0.29573601484298706,0.5005166530609131
5d1e2045a37a4d001a1fc2cb,Started a new semester in college Praticing Driving Making money,Vote Watch son play lacrosse Go to getaway place with immediate family,Celebrated end of election May have had covid? took dog to emergency room,Holidays with my family Recording session in my home studio Doctor appointment,0.09436815232038498,-0.00434490293264389,0.08177103102207184,0.12736576795578003,0.11910531669855118,0.198053240776062
55d7e6f669dbc30012b6826e,husband died mother got sicker car broke,cut my mother's backyard. bought two tires for my wife's car. voted in the presidential election,dr visit rehearsal grant report,I got orthapedic shoes so possibly I can start walking for exercise Christmas just past and it was pretty good this year. I still sleep a lot,0.3110806345939636,0.024108756333589554,0.05394725501537323,0.039899490773677826,0.2173314243555069,0.11153266578912735
5b6a87d2cda8590001db8e07,I paid my bills successfully. I bought workout clothes I needed. I reduced the amount of spam mail I get.,Had fabulous time on vacation Suddenly lost best friend to unexpected death Large work load,I did another virtual birthday. I attended a funeral. I learn to pay chess.,exercised outdoors read books bet horse races,0.17211958765983582,0.2926619052886963,0.1800518035888672,0.2583921551704407,0.11459168046712875,0.24740999937057495
5c0f1cf4f3027300014b606f,medical concern work challenges financial concerns,voting in first presidential election,went to a new barber spoke to a friend about her new business venture went on a fruit fast,video games drinking training,-0.0630817711353302,0.05034990608692169,0.08109751343727112,0.02873346209526062,0.04483760520815849,0.08960674703121185
5b33a01fa8327d0001003821,got new eyeglasses had sore throat and stuffy ears had to get a new refrigerator,Went camping Went hiking Had dinner with a friend,sunday football gathering with family game night with family family reunion,x,0.13551777601242065,-0.034702472388744354,0.05530192703008652,0.2268536388874054,0.03327522426843643,0.1116473376750946
