prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,imagine_traits_1,imagine_traits_2,imagine_traits_3,imagine_traits_4,imagine_traits_5,imagine_traits_6,imagine_traits_7,imagine_traits_8,imagine_traits_9,imagine_traits_10,imagine_traits_11,imagine_traits_12,imagine_traits_13,imagine_traits_14,imagine_traits_15,imagine_traits_16,imagine_traits_17,imagine_traits_18,imagine_traits_19,imagine_traits_20,change_traits_1,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,imagine_values_1,imagine_values_2,imagine_values_3,imagine_values_4,imagine_values_5,imagine_values_6,imagine_values_7,imagine_values_8,imagine_values_9,imagine_values_10,imagine_values_11,imagine_values_12,imagine_values_13,imagine_values_14,imagine_values_15,imagine_values_16,imagine_values_17,imagine_values_18,imagine_values_19,imagine_values_20,imagine_values_21,imagine_values_22,imagine_values_23,imagine_values_24,imagine_values_25,imagine_values_26,imagine_values_27,imagine_values_28,change_values_1,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,past_goals_1,past_goals_2,past_goals_3,past_goals_4,past_goals_5,past_goals_imp_1,past_goals_imp_1_TEXT,past_goals_imp_2,past_goals_imp_3,past_goals_imp_4,past_goals_imp_5,past_goals_reason_1,past_goals_reason_1_TEXT,past_goals_reason_2,past_goals_reason_3,past_goals_reason_4,past_goals_reason_5,change_goals_1,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3,events_unrelated_1.1,events_unrelated_2.1,events_unrelated_3.1,events_related_1.1,events_related_2.1,events_related_3.1,prev_unr_1_valence_p_1,prev_unr_1_valence_c_1,prev_unr_1_imp_p_1,prev_unr_1_imp_c_1,prev_unr_2_valence_p_1,prev_unr_2_valence_c_1,prev_unr_2_imp_p_1,prev_unr_2_imp_c_1,prev_unr_3_valence_p_1,prev_unr_3_valence_c_1,prev_unr_3_imp_p_1,prev_unr_3_imp_c_1,prev_rel_1_valence_p_1,prev_rel_1_valence_c_1,prev_rel_1_imp_p_1,prev_rel_1_imp_c_1,prev_rel_2_valence_p_1,prev_rel_2_valence_c_1,prev_rel_2_imp_p_1,prev_rel_2_imp_c_1,prev_rel_event_3_1,prev_rel_3_valence_p_1,prev_rel_3_valence_c_1,prev_rel_3_imp_p_1
5d615f7632cfbd001b1b6dcb,71,1,9,85,9,4,6,3,6,6,6,6,3,6,6,1,1,1,1,1,1,1,1,1,1,3,5,3,6,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,7,4,7,7,7,7,4,0,0,0,7,0,0,0,5,2,4,1,7,7,5,7,0,7,2,5,4,0,7,4,7,7,7,7,4,1,1,1,1,1,,,7,3,4,2,7,7,6,7,7,7,3,6,5,1,1,Help my girlfriend,start running again,eat healthier,lose weight,disengage from politics,7,6,7,6,5,3 years,2 weeks,1 month,3 months,2 weeks,7,7,6,7,5,7,7,7,7,5,7,7,7,7,6,,,,,,,,,,,,,,,,,,1,Went to dine out with my girlfriend,Ran for 3 minutes without waliking,lost 2 pounds,100,100,89,7,7,5,7,7,5,allegations of fraud in election,Republicans continue to win close races in the house,Vacinne announcement after the election rather than right before.,65,100,27,5,7,7,7,7,7,Covid restrictions lifted where I live,Swimming more,Stock market way up,Biden came out of basement,Biden family grifters,Trump got and got over Covid quickly,100,92,7,6,98,92,7,6,96,96,7,7,0,0,5,2,0,0,7,7,100,100,6,6
5cf3f7364bcc6400019d71fa,63,2,8,50,5,6,6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,4,6,6,6,6,5,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,0,7,1,0,0,5,0,0,0,0,0,0,0,0,3,2,0,1,5,7,4,0,0,0,0,0,0,4,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,,1,3,,1,1,1,,1,1,1,1,travel,save,new car,roof put on,dog,6,6,6,7,7,2 years,5 years,1 year,1 year,1 year,1,1,1,1,4,6,4,6,6,7,4,4,4,4,7,na,na,na,na,na,3,,3,3,3,3,3,,3,3,3,3,1,toilet backed up,nieghbors son died,car flat tire,0,0,0,2,2,2,7,7,7,no official results,lawsuits pending,no concecsion,0,0,98,7,1,3,7,7,7,gardening,painting,shopping online,visting town my today,debate,president getting virus,100,100,7,7,100,100,7,7,80,73,5,4,100,100,7,7,23,21,2,2,0,0,0,0
58c376f9efb64f0001358464,45,2,10,100,10,6,6,7,7,4,6,7,6,7,5,1,1,1,1,1,1,1,1,1,1,6,6,4,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,7,0,7,0,0,0,4,0,0,0,4,7,4,4,7,7,7,0,0,7,7,0,7,0,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,7,1,1,1,1,home ownership,saving money,moving to a bigger house,getting my buisness up and running,getting my christmas shopping done,7,7,7,7,7,5 years,1 year,1 year,2 years,1 month,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,1,grocery shopping online,a virtual birthday party with my grandaughter,decorating for the holidays,50,100,100,7,7,7,1,7,4,trump has contested the election,trump is tweeting its a fraud ,people are protesting in support of trump,50,50,50,1,1,1,7,7,7,Read a new book,Subscribed to a beauty box,Ordered doordash,The president got covid,The president campaigns,The president refuses to wear masks ,99,100,4,4,100,99,7,5,100,100,7,1,0,0,7,7,100,100,7,7,0,0,7,7
5c261a30b15f050001cefdb4,73,2,9,14,7,3,7,6,7,7,5,6,3,7,7,1,1,1,1,1,1,1,1,1,1,8,6,5,6,6,4,4,3,6,5,1,1,2,1,1,1,1,1,1,1,1,6,2,5,0,0,0,6,0,0,0,0,0,0,0,2,4,6,4,0,4,4,0,0,0,7,4,4,4,7,4,4,4,1,1,7,1,1,1,1,1,1,1,2,4,6,4,1,5,5,1,1,1,,4,4,6,,Maintain my weight,Limit sugar,Learn to tat,Exercise more,Socialize more,6,6,2,4,4,1 year,2 months,3 months,4 months,1 year,6,5,5,4,1,5,5,5,5,5,5,5,6,4,4,,,,,,,,,,,,,,,,,,1,HOA Board of Directors Meeting,Picnic in park with 4 family members,Trips to Bank to do HOA business,50,100,50,5,7,7,7,7,7,Trump initiated lawsuits,Trump paid to have some results recounted,Biden is working on the transition with no help from Trump administration,0,0,100,6,6,7,7,7,7,Learning to tat,Taking up knitting again,Helping my sister,Received my Vote by Mail Ballot,Watched all the news about Trump's Covid diagnosis,Discussed what is happening with my SO,60,60,4,4,50,50,0,0,100,100,7,7,100,100,7,7,23,0,4,0,,,,7
5e16200e9195c6c0ec0b0e92,62,2,3,34,1,1,5,4,6,2,7,6,3,7,2,5,1,3,6,6,7,5,2,1,1,1,4,1,6,8,4,3,8,6,1,3,1,4,4,5,6,4,8,1,1,1,0,5,0,5,0,0,7,0,0,1,0,0,0,0,0,3,0,5,3,2,0,0,0,0,7,0,7,0,5,1,1,1,1,1,2,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,7,1,7,1,1,Be more productive.,Clean my house.,Start walking regularly.,Be nicer to my husband.,Eat more healthy foods.,4,3,7,5,3,40,10,5,12,20,1,2,4,4,1,3,4,7,7,5,1,3,7,3,1,None,none,none,none,none,3,,3,3,3,3,5,,5,5,5,5,1,Had to take spouse to doctor twice.,Cleaned out the gutters.,Nothing. My life is very quiet.,40,70,50,6,7,1,5,4,1,Just waiting for Trump to accept his loss.,People have taken down their election signs.,Nothing has happened. No events or activities to speak of.,0,100,50,7,2,1,7,1,1,Volunteering in COVID-19 vaccine trial,Reduced working hours by choice,Dog had leg surgery,Decided to vote by absentee ballot,Can't think of anything else,Can't think of anything else,100,100,7,7,100,100,7,7,19,93,7,7,100,100,7,7,50,50,0,0,50,50,0,0
5c6f2e7632cb70000169b490,43,2,6,40,8,5,5,5,6,7,6,7,5,7,6,1,1,1,1,1,2,1,1,1,2,4,5,5,6,6,6,6,4,6,6,1,1,1,1,1,1,1,1,1,1,1,7,6,2,0,0,0,5,0,0,1,0,0,0,0,5,7,5,4,6,7,5,0,0,2,7,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,lose 30 pounds,go on another cruise,sort all the pictures,put up the Christmas decorations,"save $100,000",5,7,3,5,7,3 years,1 year,10 years,days,years,3,1,5,7,1,5,7,7,7,1,7,7,7,7,2,no,,,,,3,,,,,,5,,,,,,1,Tech and apps research project,driving to visit son in college,went for a walk,100,100,100,4,7,1,7,7,1,Trump filing lawsuits,Biden picking cabinet members,,0,100,,1,7,,7,4,,went to the park,took a road trip,did a survey,watched cnn,,,100,100,0,0,100,100,7,5,50,50,0,0,90,50,0,0,,,,,,,,
5c8eb16ed169ac0001c27629,67,2,8,40,10,4,6,5,6,7,6,6,4,7,7,1,1,1,2,2,1,2,1,1,1,1,4,4,6,6,5,6,1,6,6,1,1,3,1,1,8,1,1,1,1,1,7,2,2,0,0,0,7,7,7,0,7,7,7,0,4,7,0,0,7,6,5,7,0,7,7,7,6,4,7,2,1,1,1,1,7,7,7,1,7,7,7,7,6,7,1,1,7,7,4,7,7,7,7,7,4,7,1,Surviving COVID,Surviving tRump,Seeing my children,Seeing my grandchildren,See my sisters,7,7,7,7,7,9 months,4 years,1.5 years,1.5 years,5 years,6,7,4,4,4,7,7,7,7,7,6,7,7,7,7,,,,,,,,,,,,,,,,,,2,Went grocery shopping,Picked up prescriptions,Groomed my Golden Retriever,100,80,100,4,7,7,1,1,1,Rudy Giuliani made a complete fool of himself,Courts are throwing out tRump's lawsuits in record numbers,tRump flew MIchigan lawmakers to the White House,0,100,0,7,7,7,7,7,7,My next door neighbor of 23 years passed away,Grocery shopping,Maintained household,Reguested mail-in ballot,Filled out ballot,Dropped ballot off at election office,0,0,7,7,100,100,7,7,50,50,7,7,100,100,7,7,100,100,7,7,100,100,7,7
5dd9f0e719eecb97dfab7b48,45,1,7,0,10,3,6,3,7,7,6,7,1,7,4,1,1,4,1,1,3,1,1,1,1,1,6,1,6,6,6,6,1,6,3,1,1,1,1,1,2,1,1,1,1,1,6,4,6,5,0,7,7,6,6,7,7,3,6,6,4,4,0,7,3,7,0,5,4,7,7,6,7,6,6,4,4,4,1,7,7,6,6,7,7,3,5,7,4,4,1,7,3,7,1,5,4,7,7,6,7,6,1,go to dentist,learn another language,buy a new car,travel,move,7,2,1,2,2,6 months,5 years,6 years,35 years,20 years,7,1,1,1,1,7,2,1,1,1,7,4,4,2,4,go shopping,watch a movie,finish a book,watch tv,celebrate birthday,6,,8,6,8,8,3,,3,3,3,3,4,birthhday party,went to walmart,played a game,82,81,93,6,4,2,6,1,3,voting,vote recount,watching election news,100,0,84,7,1,6,7,6,3,Watched tv,Homeschooled child,Went shopping,Voted,Debate,President getting covid 19,100,100,7,4,100,100,7,7,50,50,3,3,100,100,7,7,22,20,3,0,100,100,7,7
5e1e18a526689418194b69e6,35,2,7,0,8,7,6,6,5,6,6,6,6,6,7,4,3,3,5,5,3,3,2,3,2,3,5,4,4,5,4,5,3,5,6,2,3,5,3,8,5,8,1,8,8,1,7,4,0,5,2,6,7,3,1,1,5,1,1,2,3,2,0,5,3,0,0,1,2,7,5,3,6,7,7,2,1,2,1,4,7,2,1,1,5,1,2,3,1,2,1,7,1,1,1,1,1,7,7,7,7,7,1,Buy a home,Get out of debt,Retire by 65,Write a novel,travel abroad,7,7,2,3,6,5 years,10 years,3 years,25 years,25 years,7,1,1,1,1,7,5,3,1,4,7,7,2,1,7,,,,,,,,,,,,,,,,,,1,Self-quarantine,work stress due to work overload,sleeping less than usual,10,0,0,6,7,7,2,6,3,Constant fraud claims,continuous asks for recounts in key states,biden/harris confirmed win,0,0,100,7,7,7,7,7,7,Put an offer on a home,Spent time with old friends outdoors and socially distant,Visited my parents,Early voted,Watched the presidential debate,Watched the VP debate,20,75,7,7,100,100,7,7,100,100,7,7,100,100,7,7,0,0,7,7,0,15,6,6
5e1e935be3c7191e0519b486,58,1,8,94,8,2,6,1,6,6,5,5,6,6,7,4,2,3,5,2,4,2,3,1,1,8,2,8,2,5,8,8,4,3,6,1,8,2,8,8,2,1,8,2,1,1,7,4,4,2,5,7,4,7,7,7,4,4,7,4,3,5,7,4,4,7,4,3,5,7,6,3,4,1,7,4,4,4,4,1,4,4,4,4,4,5,4,3,4,3,4,4,5,4,3,5,4,4,4,4,4,4,1,Pay off my vehicle.,Pay off my Mortgage,Build new Garage,Go fishing more often,plant a bigger garden.,4,7,7,5,5,5 yrs,18 yrs,5 yrs,1 yr,3 yrs,7,1,4,6,7,7,5,7,7,7,7,7,7,7,7,na,na,na,na,na,3,,3,3,3,3,3,,3,3,3,3,1,family over for football,cookout with family before winter,road trip to Nueskes smoked meats.,100,100,100,7,7,6,7,7,4,Vote recounts,lawsuits filed,Biden lying about the win again,29,16,10,7,7,2,7,7,7,Our Dog died,Helped my son move to Idaho,,,,,0,0,6,6,48,47,6,6,,,,,50,50,0,0,50,50,0,0,50,50,0,0
597d572d99bd880001772d8e,51,1,7,15,8,5,6,3,6,6,7,6,7,7,6,2,1,2,5,4,4,2,3,1,2,3,4,2,5,5,6,6,6,6,6,1,1,8,4,1,4,1,1,1,1,1,7,5,4,3,5,7,7,7,7,7,7,7,7,7,5,7,7,7,7,5,5,7,7,7,7,3,0,4,7,2,3,3,4,7,7,7,7,7,7,7,7,7,5,6,7,7,7,4,3,7,7,7,7,3,1,3,1,build a knife/axe throwing target for my son and I.,To get my black belt in TaeKwonDo.,To move to a more progressive area.,To travel to Ireland.,To lose 30 pounds.,5,7,7,6,7,2 months,2 years,5 years,10 years,6 months,7,1,1,1,6,7,7,4,4,7,7,7,7,6,7,,,,,,,,,,,,,,,,,,1,I attended my son's blackbelt test.,I participated in a birthday party for a family member.,I was offered a good paying job that I had to turn down because my internet is too slow.,100,100,10,7,5,6,7,4,7,Trump refuses to concede.,Several states have done recounts.,Trump's lawyers have made ludicrous accusations about voter fraud.,0,50,0,7,6,7,7,7,7,I graduated to the advanced level of Krav Maga(self defense) training.,A friend of mine got married.,We got a new puppy.,I voted,I argued with a friend about the competence of the current president.,I watched the presidential debate.,100,100,7,7,100,100,7,7,100,100,7,7,100,100,7,7,28,24,7,5,49,72,3,5
5de1986c040f531f97eb6092,34,1,7,50,10,5,7,6,7,6,7,7,5,7,7,1,1,1,1,1,1,1,1,1,1,4,5,3,6,5,4,5,4,6,6,1,1,1,1,1,1,1,1,1,1,1,2,7,1,0,0,0,1,7,7,7,7,5,7,7,0,1,7,0,2,7,6,7,4,0,0,0,1,0,1,5,1,1,1,1,3,7,7,5,7,5,7,7,1,1,6,1,2,5,3,7,7,1,1,1,1,1,1,pass the ccsp in two weeks,pass the pcnsa in December,contribute money for 2020 to my roth ira,get in better shape,update my resume and start looking for new employment,7,7,6,6,5,months,months,months,all year,all year,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,1,installed a ceiling fan on my patio,took my cats to the vet,helped my dad with landscaping,70,50,90,4,4,2,1,1,1,Trump refusing to concede,Mnuchin clawing back fed money,Biden picking cabinet member positions,0,0,100,5,5,7,7,7,1,Losing weight,Getting orthodontic treatment,Donating to charity,Voting at the booth,Watching the debates,Coronavirus response,80,80,5,5,100,100,7,7,75,80,6,6,95,95,6,6,65,20,3,1,90,90,7,7
5d36600685d1d50001affacb,51,1,1,,4,3,5,7,7,4,7,6,6,6,3,5,3,1,5,5,4,1,7,3,5,8,4,6,6,3,6,5,6,5,2,4,8,8,3,4,8,2,4,2,3,1,7,0,2,4,6,0,5,7,7,4,5,7,7,7,5,4,0,6,4,0,2,0,0,7,7,7,7,4,7,7,2,6,4,4,6,7,7,4,7,7,7,7,5,4,1,5,3,1,2,1,1,5,7,7,7,4,1,Grow out my nails and paint them,Building my confidence and ask Alex out on a date,Have sex ,Pay off my debt,Find a new job,7,7,7,7,7,couple weeks,over a year,4.5 years plus,several years,several months,7,2,1,1,6,7,4,7,5,7,7,4,7,6,7,,,,,,,,,,,,,,,,,,1,In person game night wtih Alex and Shobi,Helped Shobi move into his new apt,started growing my nails out,100,76,100,6,5,7,7,7,7,Recounts,Checking on updates,Whining by Trump and his cronies ,50,50,0,7,5,1,7,5,7,Went to visit my parents' graves,Paid Keera do to some artwork,Got a new TV,read articles on debate,rolled eyes,did not thing else,81,100,7,7,100,100,7,7,100,100,7,7,50,40,5,2,50,50,1,1,50,50,0,0
59cc6c0246f7210001906b71,63,1,7,30,5,4,6,6,6,6,5,4,4,6,5,4,2,2,1,2,1,1,1,1,1,3,5,5,5,5,4,3,3,5,4,8,8,8,1,8,1,1,1,1,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,6,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,6,1,1,1,1,1,1,1,2,1,1,6,2,2,1,1,1,1,1,1,1,1,2,get good health and eyesight,make enough money,be able to travel again,learn meaningful things,build valuable skills,6,6,4,6,6,5,5,5,40,40,5,5,4,6,6,6,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,2,learning about computers,making spreadsheet about CPUs,setting up new computer,90,90,90,5,5,5,7,7,7,reading news about election,learning about Trump's court cases,reading about Biden's progress,60,60,70,5,5,5,5,4,4,cleaned up around the house,learning about real estate,making better Leaflet maps,reading news about election,learning about Trump's covid,reading about Biden's progress,80,80,6,6,80,80,6,5,90,90,5,4,70,70,5,4,50,50,2,1,70,60,5,4
5e0d256753e8464d64940925,53,2,8,5,10,5,6,4,6,6,6,6,5,6,6,2,2,2,3,2,2,2,2,2,2,8,5,2,5,5,5,6,4,5,5,8,1,8,2,8,8,1,8,8,8,1,1,0,0,1,0,1,6,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,6,2,0,6,1,1,1,2,1,3,7,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,6,7,3,1,7,1,ensure my daughters graduate from college,prevent my family from catching covid-19,travel with my family,make sure my daughters are able to buy their own houses,live long enough to know my grandchildren,7,7,6,6,7,20 years,8 months,20 years,20 years,20 years,1,6,1,1,1,7,4,7,2,3,7,4,7,7,6,seeing my daughters for Thanksgiving,,,,,8,,,,,,4,,,,,,1,helped my sister-in-law set up retirement fund,watched Grey's Anatomy remotely with my daughter,visited my sister and her family,92,97,100,6,5,6,7,7,7,Biden won the election,Trump refuses to admit he lost the election by a huge margin,Trump lies about there being election fraud in key states,100,0,0,7,2,7,7,7,7,my daughters moved into an apartment in their college town,I cleaned lots of extra stuff out of the house,I learned exercises to help the pain in my back,I submitted my ballot for the 2020 election,I helped my daughters complete their ballots,I feel good about what the results of the election will be,86,95,6,6,82,83,5,5,95,95,6,6,100,100,7,7,100,100,7,7,100,100,7,7
5995be89f9db7d0001895993,62,2,9,69,8,4,4,4,6,6,7,6,5,7,6,1,1,3,2,3,2,1,1,1,2,8,3,3,5,5,5,5,4,5,6,1,1,2,8,8,8,1,1,1,8,1,7,0,4,0,0,7,1,0,0,0,0,0,0,0,7,5,0,5,6,5,5,0,0,7,7,0,7,0,7,1,4,1,1,7,1,1,1,1,1,1,1,1,7,6,1,5,6,5,5,1,1,7,7,1,7,1,1,Retire,Continue my hospice volunteering as long as possible,Go to Yosemite,"Visit Greece, Italy, France",Go to Sedona,6,7,5,6,7,30,10,15,15,15,7,7,1,1,1,7,7,7,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,1,went for a ride a ways down the coast,watched a show i have been meaning to,had a social distance meet with friends on our deck,100,100,100,4,4,6,7,5,7,"lawsuits filed about the election voting fraud , or not ",Joe Biden accepted winning the Presidential election,President Trump refusing to concede the Presidential election,51,52,26,6,7,4,7,7,7,my aunt died,my dad was diagnosed with dementia,my neice had a baby,Town Meeting,"Facebook, Twitter censored unfo about Joe Biden's son",Trump diagnosed with Covid,0,0,7,7,0,0,7,7,100,100,7,7,80,50,4,1,0,0,6,6,0,1,7,5
5c4de8f726093e000134ee6e,53,1,9,76,9,5,6,6,5,5,5,6,4,5,6,2,2,2,3,3,3,2,3,2,2,4,5,5,5,4,4,5,4,5,5,8,8,8,8,8,8,8,2,8,8,1,0,4,5,0,6,1,1,0,0,0,1,1,0,0,6,6,0,0,6,6,6,1,0,6,1,1,0,0,2,6,5,2,5,4,3,4,3,2,2,2,1,1,6,5,1,1,6,6,6,5,4,5,1,2,1,1,1,Meet my monthly income goal,lose weight,get in better conditioning,retire early,go to Japan,6,5,6,7,5,23 days,10 years,20 years,30 years,5 years,6,5,5,1,1,5,5,6,6,4,7,6,6,5,6,,,,,,,,,,,,,,,,,,1,I drove to my mom's house in Texas,I mentally conceded the election to Biden,I worked my last day before Thanksgiving break,77,32,84,5,6,4,5,6,7,Trump hired Rudy G to head his lawsuits,Biden named his Secretary of State pick,Biden named  his Chief of Staff pick,28,50,50,5,6,6,5,6,6,Mom had surgery,Moved into Mom's house,Continued dealing with pandemic,Watched Debates,Watched Town Hall,Watched confirmation hearings,60,29,5,6,58,11,5,5,18,14,5,5,22,22,5,4,39,30,5,3,81,71,6,6
5b0c65c11e55760001b96e90,48,2,5,50,1,1,4,5,6,4,4,4,1,6,6,1,1,1,1,1,1,1,1,1,1,1,3,4,5,3,5,3,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,1,2,1,0,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,cooking dinner,cleaning bathrooms,vacuuming the floor,laundry,grocery shopping,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,clean the patio,mow the loan,trim the bushes,clean the pool,wash the car,7,,7,7,7,7,3,,3,3,3,3,2,read a book,watched TV,went to the beach,100,100,100,4,3,4,3,1,2,I read an article about the Election,I watched a program about the Election,I read social network post about the Election,50,50,50,1,1,1,1,1,1,cleaned the patio,vacuumed the floor,bought a blanket,watched the debates 1,watched the debates 2,watch TV about election,100,100,5,5,100,100,5,5,100,100,6,6,0,0,0,0,0,0,0,0,18,19,0,0
59f226a9d6380600018b2923,56,2,6,81,5,4,5,4,6,5,5,6,5,6,4,2,1,2,2,2,1,1,1,1,1,3,4,2,5,4,4,5,5,5,4,8,1,1,1,8,1,1,1,1,1,1,6,2,4,4,4,4,1,6,6,6,6,4,5,6,5,3,3,2,6,6,5,6,6,5,5,2,1,3,5,4,3,3,3,4,3,6,6,6,6,5,6,6,5,4,4,3,6,6,5,6,6,4,5,5,2,5,1,eating healthier,working out,becoming financially independent,buying my first home,buying a new car,6,5,6,4,4,1 month,1 month,2 years,3 years,1 year,5,3,1,1,1,6,5,6,2,5,6,6,6,5,6,,,,,,,,,,,,,,,,,,1,I visited my family,I went to dinner with my boyfriend,I went grocery shopping,93,94,69,6,6,5,7,7,7,Finding out about voter fraud,Trump legal team distances itself from Sidney Powell,Trumps team held a press conference,7,24,91,7,4,6,7,7,7,had the house painted,went to the casino,visited my brother,watched the debate,watched the town hall with Trump and Biden,received my voting ballet in the mail ,62,69,4,3,91,91,4,4,92,92,5,5,60,46,5,3,61,60,4,4,79,80,5,5
5e0696dea7fba607951ae479,36,1,8,50,8,5,6,6,6,6,6,6,3,6,6,2,1,1,3,1,2,1,3,1,2,5,5,5,5,5,5,5,3,5,5,8,1,1,8,8,2,1,2,1,8,3,0,0,5,0,5,0,7,0,0,0,0,0,0,0,5,1,0,4,1,5,0,0,0,0,4,4,0,0,1,1,5,1,6,1,7,1,1,1,1,1,1,1,5,2,1,4,2,5,1,1,1,1,4,4,1,1,2,To make it to the kingdom of God of Israel,Have freedom,have peace,work for myself online full time,make thousands in cryptocurrency,7,6,6,6,6,10 years,9 years,8 years,8 years,2 years,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Do 200 pushups,Na,na,na,na,7,,3,3,3,3,3,,5,5,5,5,2,Walked at a park,played online game,helped clean in and outside of house,100,100,100,7,5,7,7,7,7,Trump saying it was fraud votes,Trump sued some states,Trump lost the suing battle against the states,49,50,50,5,5,5,7,6,6,Played basketball at a park,Donated clothes,donated shoes,Watched the debate with trump and biden,watched the debate with harris and pence,watched trump and biden last night,100,100,7,7,100,99,7,7,100,100,7,7,77,71,5,5,82,84,6,6,82,82,6,6
5d02b1ce6c69cf00162f5f1a,39,1,5,95,8,1,5,7,4,4,4,4,1,4,4,1,1,1,2,2,3,1,1,1,1,1,4,6,3,3,3,3,1,3,8,1,1,1,8,8,8,1,1,1,1,1,7,0,2,5,1,0,3,7,6,6,5,0,6,7,4,6,6,2,6,6,6,7,7,4,1,0,0,7,7,1,6,3,2,6,3,7,6,6,6,5,6,7,4,6,6,3,5,6,6,6,7,3,1,1,1,7,1,Enjoy time my old dog while she's still with us.,Spend more time with my family.,Have a good Christmas season coming up.,Hopefully get my financial and disability situation sorted out this coming year.,Sse to some home repairs.,6,6,5,6,6,A few months,A few months,A month,Several months,A year or two,7,6,7,3,3,7,7,7,6,5,7,7,7,7,7,,,,,,,,,,,,,,,,,,1,I watched the fallout of the election.,I watched my football team beat the Bengals.,I saw the big announcement about the coronavirus vaccines being up to 95%+ effective.,20,100,100,7,2,7,5,1,6,Trump challenged results in court.,The vote was cerified in Michigan and the electors then recanted.,Trump is not cooperating with Biden's transition team.,50,50,0,5,2,7,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5df81cd72713055bdf02efd8,43,1,9,10,9,5,6,6,7,6,6,6,5,7,7,1,1,1,1,1,1,1,1,1,1,8,5,3,6,5,3,5,3,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,6,0,7,7,7,7,7,7,7,7,7,0,5,0,6,0,4,4,0,1,0,4,1,1,1,6,6,1,6,1,7,7,7,7,7,6,6,7,7,1,5,1,6,1,5,4,1,1,4,4,1,1,1,1,Increase savings for retirement,Buy a new car,Save for a vacation to Asia,Get a COVID vaccination,Lose ten pounds,7,5,6,7,4,ten years,six months,one year,nine months,one month,4,7,6,7,6,6,7,7,7,7,6,7,7,7,7,Finish an important work related report,,,,,8,,,,,,3,,,,,,1,Virtual meetings,Jogging,Raking leaves,85,90,10,5,4,1,4,1,1,Judge throws out Trump lawsuit in Pennsylvania,Trump Requests Georgia Recount for a 3rd time,Nevada judge denies request to halt state certification of election results,100,5,90,7,1,6,7,5,5,Death of my grandfather,I started working out at my gym again,A friend in another state contracted COVID-19,Registered to vote,I requested an absentee ballot,My friends and I joked about Trump contracting COVID on social media,0,0,7,7,90,80,6,5,0,50,7,3,100,95,7,6,90,75,6,0,100,100,6,0
